OrderDate;Country;LineTotal;ProductName;ProductNumber;Class
2011.05.31 0:00;AU;3399,99;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;CA;3578,27;Road-150 Red, 62;BK-R93R-62;H 
2011.05.31 0:00;FR;3399,99;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;US;3399,99;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;DE;2024,994;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;DE;6074,982;Mountain-100 Black, 44;BK-M82B-44;H 
2011.05.31 0:00;FR;2024,994;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;US;2039,994;Mountain-100 Silver, 38;BK-M82S-38;H 
2011.05.31 0:00;FR;2039,994;Mountain-100 Silver, 42;BK-M82S-42;H 
2011.05.31 0:00;DE;4079,988;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;CA;2039,994;Mountain-100 Silver, 48;BK-M82S-48;H 
2011.05.31 0:00;AU;809,76;HL Mountain Frame - Black, 48;FR-M94B-48;H 
2011.05.31 0:00;FR;714,7043;HL Mountain Frame - Black, 42;FR-M94B-42;H 
2011.05.31 0:00;DE;1429,4086;HL Mountain Frame - Black, 38;FR-M94B-38;H 
2011.05.31 0:00;DE;1445,1898;HL Mountain Frame - Silver, 46;FR-M94S-46;H 
2011.05.31 0:00;DE;6074,982;Mountain-100 Black, 38;BK-M82B-38;H 
2011.05.31 0:00;GB;4049,988;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;US;1637,4;HL Mountain Frame - Silver, 48;FR-M94S-52;H 
2011.05.31 0:00;FR;8099,976;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;CA;4079,988;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;CA;4049,988;Mountain-100 Black, 44;BK-M82B-44;H 
2011.05.31 0:00;GB;2146,962;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;US;2146,962;Road-150 Red, 62;BK-R93R-62;H 
2011.05.31 0:00;CA;2039,994;Mountain-100 Silver, 42;BK-M82S-42;H 
2011.05.31 0:00;FR;8099,976;Mountain-100 Black, 38;BK-M82B-38;H 
2011.05.31 0:00;AU;4049,988;Mountain-100 Black, 44;BK-M82B-44;H 
2011.05.31 0:00;US;6119,982;Mountain-100 Silver, 38;BK-M82S-38;H 
2011.05.31 0:00;AU;2039,994;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;DE;2024,994;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;FR;2039,994;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;FR;4049,988;Mountain-100 Black, 44;BK-M82B-44;H 
2011.05.31 0:00;GB;4049,988;Mountain-100 Black, 38;BK-M82B-38;H 
2011.05.31 0:00;FR;2024,994;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;US;2024,994;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;CA;2146,962;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;GB;2039,994;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;US;2024,994;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;DE;2024,994;Mountain-100 Black, 38;BK-M82B-38;H 
2011.05.31 0:00;DE;4293,924;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;US;714,7043;HL Mountain Frame - Black, 38;FR-M94B-38;H 
2011.05.31 0:00;AU;4079,988;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;AU;2024,994;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;DE;2146,962;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;US;4049,988;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;AU;2039,994;Mountain-100 Silver, 48;BK-M82S-48;H 
2011.05.31 0:00;US;4049,988;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;FR;4049,988;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;DE;6074,982;Mountain-100 Black, 38;BK-M82B-38;H 
2011.05.31 0:00;FR;2146,962;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;US;4293,924;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;AU;2146,962;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;CA;4049,988;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;DE;4079,988;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;FR;2039,994;Mountain-100 Silver, 48;BK-M82S-48;H 
2011.05.31 0:00;US;8099,976;Mountain-100 Black, 38;BK-M82B-38;H 
2011.05.31 0:00;GB;12149,964;Mountain-100 Black, 44;BK-M82B-44;H 
2011.05.31 0:00;FR;2039,994;Mountain-100 Silver, 42;BK-M82S-42;H 
2011.05.31 0:00;DE;10124,97;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;GB;4293,924;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;GB;2146,962;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;US;4293,924;Road-150 Red, 62;BK-R93R-62;H 
2011.05.31 0:00;DE;4293,924;Road-150 Red, 56;BK-R93R-56;H 
2011.05.31 0:00;DE;2039,994;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;FR;6119,982;Mountain-100 Silver, 38;BK-M82S-38;H 
2011.05.31 0:00;AU;2039,994;Mountain-100 Silver, 48;BK-M82S-48;H 
2011.05.31 0:00;AU;6074,982;Mountain-100 Black, 44;BK-M82B-44;H 
2011.05.31 0:00;AU;2039,994;Mountain-100 Silver, 42;BK-M82S-42;H 
2011.05.31 0:00;GB;2024,994;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;CA;6074,982;Mountain-100 Black, 42;BK-M82B-42;H 
2011.05.31 0:00;CA;6119,982;Mountain-100 Silver, 38;BK-M82S-38;H 
2011.05.31 0:00;CA;2039,994;Mountain-100 Silver, 42;BK-M82S-42;H 
2011.05.31 0:00;US;2039,994;Mountain-100 Silver, 48;BK-M82S-48;H 
2011.05.31 0:00;AU;4079,988;Mountain-100 Silver, 44;BK-M82S-44;H 
2011.05.31 0:00;US;4079,988;Mountain-100 Silver, 48;BK-M82S-48;H 
2011.05.31 0:00;GB;1445,1898;HL Mountain Frame - Silver, 38;FR-M94S-38;H 
2011.05.31 0:00;US;714,7043;HL Mountain Frame - Black, 38;FR-M94B-38;H 
2011.05.31 0:00;GB;722,5949;HL Mountain Frame - Silver, 46;FR-M94S-46;H 
2011.05.31 0:00;US;10124,97;Mountain-100 Black, 44;BK-M82B-44;H 
2011.05.31 0:00;DE;12149,964;Mountain-100 Black, 48;BK-M82B-48;H 
2011.05.31 0:00;AU;10124,97;Mountain-100 Black, 38;BK-M82B-38;H 
2011.05.31 0:00;US;699,0982;Road-650 Black, 62;BK-R50B-62;L 
2011.05.31 0:00;US;419,4589;Road-650 Red, 44;BK-R50R-44;L 
2011.05.31 0:00;FR;1258,3767;Road-650 Red, 52;BK-R50R-52;L 
2011.05.31 0:00;GB;2097,2945;Road-650 Black, 52;BK-R50B-52;L 
2011.05.31 0:00;CA;367,8764;LL Road Frame - Red, 62;FR-R38R-62;L 
2011.05.31 0:00;US;551,8146;LL Road Frame - Red, 44;FR-R38R-44;L 
2011.05.31 0:00;AU;2097,2945;Road-650 Red, 44;BK-R50R-44;L 
2011.05.31 0:00;US;1258,3767;Road-650 Black, 58;BK-R50B-58;L 
2011.05.31 0:00;CA;838,9178;Road-650 Black, 44;BK-R50B-44;L 
2011.05.31 0:00;FR;1258,3767;Road-650 Red, 48;BK-R50R-48;L 
2011.05.31 0:00;CA;183,9382;LL Road Frame - Red, 60;FR-R38R-60;L 
2011.05.31 0:00;DE;535,7424;LL Road Frame - Black, 58;FR-R38B-58;L 
2011.05.31 0:00;US;1258,3767;Road-650 Red, 60;BK-R50R-60;L 
2011.05.31 0:00;GB;183,9382;LL Road Frame - Red, 48;FR-R38R-48;L 
2011.05.31 0:00;DE;178,5808;LL Road Frame - Black, 52;FR-R38B-52;L 
2011.05.31 0:00;CA;1258,3767;Road-650 Black, 60;BK-R50B-60;L 
2011.05.31 0:00;CA;419,4589;Road-650 Red, 60;BK-R50R-60;L 
2011.05.31 0:00;CA;419,4589;Road-650 Red, 52;BK-R50R-52;L 
2011.05.31 0:00;DE;838,9178;Road-650 Black, 44;BK-R50B-44;L 
2011.05.31 0:00;DE;419,4589;Road-650 Black, 60;BK-R50B-60;L 
2011.05.31 0:00;DE;2936,2123;Road-650 Red, 60;BK-R50R-60;L 
2011.05.31 0:00;DE;2516,7534;Road-650 Black, 58;BK-R50B-58;L 
2011.05.31 0:00;GB;1103,6292;LL Road Frame - Red, 62;FR-R38R-62;L 
2011.05.31 0:00;FR;367,8764;LL Road Frame - Red, 60;FR-R38R-60;L 
2011.05.31 0:00;GB;1258,3767;Road-650 Red, 62;BK-R50R-62;L 
2011.05.31 0:00;GB;838,9178;Road-650 Black, 52;BK-R50B-52;L 
2011.05.31 0:00;US;551,8146;LL Road Frame - Red, 48;FR-R38R-48;L 
2011.05.31 0:00;CA;838,9178;Road-650 Red, 52;BK-R50R-52;L 
2011.05.31 0:00;GB;838,9178;Road-650 Black, 60;BK-R50B-60;L 
2011.05.31 0:00;AU;367,8764;LL Road Frame - Red, 44;FR-R38R-44;L 
2011.05.31 0:00;US;838,9178;Road-650 Black, 44;BK-R50B-44;L 
2011.05.31 0:00;GB;1677,8356;Road-650 Red, 44;BK-R50R-44;L 
2011.05.31 0:00;US;535,7424;LL Road Frame - Black, 52;FR-R38B-52;L 
2011.05.31 0:00;DE;535,7424;LL Road Frame - Black, 58;FR-R38B-58;L 
2011.05.31 0:00;GB;1258,3767;Road-650 Red, 48;BK-R50R-48;L 
2011.05.31 0:00;FR;838,9178;Road-650 Black, 44;BK-R50B-44;L 
2011.05.31 0:00;DE;838,9178;Road-650 Red, 48;BK-R50R-48;L 
2011.05.31 0:00;AU;838,9178;Road-650 Red, 52;BK-R50R-52;L 
2011.05.31 0:00;DE;183,9382;LL Road Frame - Red, 60;FR-R38R-60;L 
2011.05.31 0:00;CA;838,9178;Road-650 Red, 62;BK-R50R-62;L 
2011.05.31 0:00;FR;419,4589;Road-650 Red, 44;BK-R50R-44;L 
2011.05.31 0:00;US;357,1616;LL Road Frame - Black, 52;FR-R38B-52;L 
2011.05.31 0:00;DE;838,9178;Road-650 Black, 52;BK-R50B-52;L 
2011.05.31 0:00;US;1677,8356;Road-650 Red, 62;BK-R50R-62;L 
2011.05.31 0:00;DE;357,1616;LL Road Frame - Black, 52;FR-R38B-52;L 
2011.05.31 0:00;AU;838,9178;Road-650 Red, 44;BK-R50R-44;L 
